`id,work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
907,2025,SE,FT,Data Manager,USD,155000,US,0,US,M
908,2025,SE,FT,Data Manager,USD,140000,US,0,US,M
909,2025,MI,FT,Machine Learning Infrastructure Engineer,USD,205920,US,0,US,M
910,2025,MI,FT,Machine Learning Infrastructure Engineer,USD,171600,US,0,US,M
911,2025,SE,FT,Data Engineer,USD,121500,US,100,US,M
912,2025,SE,FT,Data Engineer,USD,78000,US,100,US,M
913,2025,MI,FT,Data Engineer,USD,154000,US,0,US,M
914,2025,MI,FT,Data Engineer,USD,116000,US,0,US,M
915,2025,SE,FT,Data Scientist,USD,190000,US,0,US,M
916,2025,SE,FT,Data Scientist,USD,136000,US,0,US,M
917,2025,MI,FT,Data Analyst,GBP,78990,GB,100,GB,M
918,2025,MI,FT,Data Analyst,GBP,43809,GB,100,GB,M
919,2025,SE,FT,Data Analyst,USD,180000,US,0,US,M
920,2025,SE,FT,Data Analyst,USD,110000,US,0,US,M
921,2025,SE,FT,Data Scientist,USD,275300,US,100,US,M
922,2025,SE,FT,Data Scientist,USD,183000,US,100,US,M
923,2025,SE,FT,Data Engineer,USD,170000,US,0,US,M
924,2025,SE,FT,Data Engineer,USD,140000,US,0,US,M
925,2025,SE,FT,Data Engineer,USD,154000,US,0,US,M
926,2025,SE,FT,Data Engineer,USD,116000,US,0,US,M
927,2025,SE,FT,Data Engineer,USD,160000,US,100,US,M
928,2025,SE,FT,Data Engineer,USD,130000,US,100,US,M
929,2025,MI,FT,Data Engineer,USD,200000,US,0,US,M
930,2025,MI,FT,Data Engineer,USD,120000,US,0,US,M
931,2025,SE,FT,Data Scientist,USD,175000,US,100,US,M
932,2025,SE,FT,Data Scientist,USD,160000,US,100,US,M
933,2025,MI,FT,Data Engineer,GBP,127599,GB,0,GB,M
934,2025,MI,FT,Data Engineer,GBP,103294,GB,0,GB,M
935,2025,SE,FT,Data Engineer,USD,153600,US,0,US,M
936,2025,SE,FT,Data Engineer,USD,106800,US,0,US,M
937,2025,EN,FT,Data Analyst,USD,85000,US,100,US,M
938,2025,EN,FT,Data Analyst,USD,75000,US,100,US,M
939,2025,SE,FT,Data Scientist,USD,225000,US,0,US,M
940,2025,SE,FT,Data Scientist,USD,156400,US,0,US,M
941,2025,SE,FT,Analytics Engineer,USD,150000,US,0,US,M
942,2025,SE,FT,Analytics Engineer,USD,120000,US,0,US,M
943,2025,SE,FT,Machine Learning Engineer,USD,163800,US,0,US,M
944,2025,SE,FT,Machine Learning Engineer,USD,126000,US,0,US,M
945,2025,SE,FT,Data Analyst,USD,145000,US,100,US,M
946,2025,SE,FT,Data Analyst,USD,90000,US,100,US,M
947,2025,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M
948,2025,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M
949,2025,SE,FT,Data Analyst,USD,95000,US,0,US,M
950,2025,SE,FT,Data Analyst,USD,85500,US,0,US,M
951,2025,SE,FT,Data Engineer,USD,167500,US,0,US,M
952,2025,SE,FT,Data Engineer,USD,106500,US,0,US,M
953,2025,SE,FT,Data Engineer,USD,163800,US,0,US,M
954,2025,SE,FT,Data Engineer,USD,126000,US,0,US,M
955,2025,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M
956,2025,MI,FT,Data Analytics Manager,USD,140000,US,0,US,M
957,2025,SE,FT,Research Scientist,USD,250000,US,0,US,M
958,2025,SE,FT,Research Scientist,USD,200000,US,0,US,M
959,2025,SE,FT,Data Scientist,USD,260000,US,0,US,M
960,2025,SE,FT,Data Scientist,USD,186000,US,0,US,M
961,2025,SE,FT,Data Engineer,USD,160000,US,100,US,M
962,2025,SE,FT,Data Engineer,USD,130000,US,100,US,M
963,2025,SE,FT,Research Scientist,USD,200000,US,0,US,M
964,2025,SE,FT,Research Scientist,USD,150000,US,0,US,M
965,2025,SE,FT,Data Scientist,EUR,48289,ES,0,ES,M
966,2025,SE,FT,Data Scientist,EUR,38631,ES,0,ES,M
967,2025,SE,FT,Data Scientist,USD,150000,US,0,US,M
968,2025,SE,FT,Data Scientist,USD,120000,US,0,US,M
969,2025,EN,FT,Data Analyst,USD,30000,IN,50,IN,M
970,2025,MI,FT,Research Scientist,USD,185000,US,0,US,M
971,2025,MI,FT,Research Scientist,USD,125000,US,0,US,M
972,2024,EN,PT,Data Analyst,USD,34320,US,100,US,S
976,2025,SE,FT,Data Analyst,USD,175000,US,100,US,M
977,2025,SE,FT,Data Analyst,USD,130000,US,100,US,M
978,2025,SE,FT,Data Analyst,USD,122000,US,100,US,M
979,2025,SE,FT,Data Analyst,USD,93800,US,100,US,M
982,2025,SE,FT,Data Analyst,USD,165000,US,100,US,M
983,2025,SE,FT,Data Analyst,USD,112000,US,100,US,M
984,2025,EN,FT,Computer Vision Engineer,USD,220000,US,0,US,M
985,2025,SE,FT,BI Data Analyst,EUR,71897,DE,100,DE,M
986,2025,EN,FT,AI Developer,EUR,64385,DE,0,DE,M
987,2025,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M
988,2025,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M
989,2025,SE,FT,Data Analyst,INR,15806,IN,100,IN,S
990,2025,MI,FT,Machine Learning Engineer,USD,200000,US,0,US,M
991,2025,MI,FT,Machine Learning Engineer,USD,175000,US,0,US,M
992,2025,SE,FT,Data Engineer,USD,185900,US,0,US,M
993,2025,SE,FT,Data Engineer,USD,129300,US,0,US,M
994,2025,SE,FT,Data Analyst,USD,185900,US,0,US,M
995,2025,SE,FT,Data Analyst,USD,121700,US,0,US,M
996,2025,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M
997,2025,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M
998,2025,MI,FT,Data Scientist,USD,40000,FR,50,FR,L
1000,2025,SE,FT,Data Analyst,USD,180180,US,0,US,M
1001,2025,SE,FT,Data Analyst,USD,106020,US,0,US,M
1002,2025,SE,FT,Data Scientist,USD,136000,US,100,US,M
1003,2025,SE,FT,Data Scientist,USD,104000,US,100,US,M
1004,2025,SE,FT,Data Analyst,USD,125000,US,0,US,M
1005,2025,SE,FT,Data Analyst,USD,110000,US,0,US,M
1006,2025,SE,FT,Machine Learning Engineer,USD,153400,US,0,US,M
1007,2025,SE,FT,Machine Learning Engineer,USD,122700,US,0,US,M
1008,2025,EX,FT,Data Engineer,USD,310000,US,100,US,M
1009,2025,EX,FT,Data Engineer,USD,239000,US,100,US,M
1010,2025,SE,FT,Data Analyst,USD,152380,US,0,US,M
1011,2025,SE,FT,Data Analyst,USD,121904,US,0,US,M
1012,2025,SE,FT,Data Scientist,USD,185900,US,0,US,M
1013,2025,SE,FT,Data Scientist,USD,129300,US,0,US,M
1014,2025,SE,FT,Machine Learning Engineer,USD,247500,US,0,US,M
1015,2025,SE,FT,Machine Learning Engineer,USD,172200,US,0,US,M
1016,2025,SE,FT,Data Architect,USD,168400,US,0,US,M
1017,2025,SE,FT,Data Architect,USD,105200,US,0,US,M
1018,2025,SE,FT,Machine Learning Engineer,USD,128280,US,0,US,M
1019,2025,SE,FT,Machine Learning Engineer,USD,106900,US,0,US,M
1020,2024,SE,FT,Lead Data Scientist,USD,192000,US,100,US,L
1021,2025,MI,FT,Data Engineer,USD,140000,US,0,US,M
1022,2025,MI,FT,Data Engineer,USD,100000,US,0,US,M
1023,2025,SE,FT,Research Engineer,EUR,107309,DE,100,DE,S
1024,2025,SE,FT,Research Engineer,EUR,85847,DE,100,DE,S
1025,2025,SE,FT,Machine Learning Engineer,USD,275000,DE,0,DE,M
1026,2025,SE,FT,Machine Learning Engineer,USD,174000,DE,0,DE,M
1027,2025,SE,FT,Data Engineer,USD,139500,US,0,US,M
1028,2025,SE,FT,Data Engineer,USD,109400,US,0,US,M
1029,2025,SE,FT,Machine Learning Engineer,USD,139500,US,0,US,M
1030,2025,SE,FT,Machine Learning Engineer,USD,109400,US,0,US,M
1031,2025,SE,FT,Data Analyst,USD,170500,US,100,US,M
1032,2025,SE,FT,Data Analyst,USD,85000,US,100,US,M
1033,2025,SE,FT,Data Manager,GBP,72946,GB,0,GB,M
1034,2025,SE,FT,Data Manager,GBP,54365,GB,0,GB,M
1035,2025,EX,FT,Head of Data Science,GBP,160288,GB,0,GB,M
1036,2025,EX,FT,Head of Data Science,GBP,127467,GB,0,GB,M
1037,2025,SE,FT,Data Engineer,USD,80000,US,0,US,M
1038,2025,SE,FT,Data Engineer,USD,65000,US,0,US,M
1039,2025,SE,FT,Data Engineer,USD,124740,US,0,US,M
1040,2025,SE,FT,Data Engineer,USD,65488,US,0,US,M
1041,2025,SE,FT,Data Quality Analyst,USD,72200,US,0,US,M
1042,2025,SE,FT,Data Quality Analyst,USD,64980,US,0,US,M
1043,2025,SE,FT,Data Engineer,USD,153600,US,0,US,M
1044,2025,SE,FT,Data Engineer,USD,106800,US,0,US,M
1045,2025,SE,FT,Data Analyst,USD,179975,US,100,US,M
1046,2025,SE,FT,Data Analyst,USD,86466,US,100,US,M
1047,2025,SE,FT,Data Engineer,USD,120000,US,0,US,M
1048,2025,SE,FT,Data Engineer,USD,90000,US,0,US,M
1049,2025,MI,FT,Insight Analyst,GBP,51039,GB,0,GB,M
1050,2025,MI,FT,Insight Analyst,GBP,42533,GB,0,GB,M
1051,2025,SE,FT,Data Scientist,USD,149076,US,0,US,M
1052,2025,SE,FT,Data Scientist,USD,82365,US,0,US,M
1053,2025,SE,FT,Data Analyst,USD,169000,US,0,US,M
1054,2025,SE,FT,Data Analyst,USD,110600,US,0,US,M
1055,2025,SE,FT,Data Science Manager,USD,175000,US,0,US,M
1056,2025,SE,FT,Data Science Manager,USD,120000,US,0,US,M
1057,2025,SE,FT,Data Analyst,USD,230000,US,0,US,M
1058,2025,SE,FT,Data Analyst,USD,180000,US,0,US,M
1059,2025,SE,FT,Data Analyst,USD,153600,US,0,US,M
1060,2025,SE,FT,Data Analyst,USD,106800,US,0,US,M
1061,2025,SE,FT,Data Manager,USD,140000,US,0,US,M
1062,2025,SE,FT,Data Manager,USD,120000,US,0,US,M
1063,2025,SE,FT,Machine Learning Infrastructure Engineer,USD,205920,US,0,US,M
1064,2025,SE,FT,Machine Learning Infrastructure Engineer,USD,171600,US,0,US,M
1065,2025,SE,FT,Data Analyst,USD,165000,US,100,US,M
1066,2025,SE,FT,Data Analyst,USD,125000,US,100,US,M
1067,2025,SE,FT,Data Engineer,USD,265000,US,0,US,M
1068,2025,SE,FT,Data Engineer,USD,185000,US,0,US,M
1069,2025,MI,FT,Applied Machine Learning Engineer,USD,130000,US,0,US,M
1070,2024,EN,FT,Data Scientist,USD,168000,US,100,US,M
1071,2025,MI,FT,AI Scientist,EUR,38631,ES,50,ES,L
1072,2025,SE,FT,Data Analyst,USD,95000,US,0,US,M
1073,2025,SE,FT,Data Analyst,USD,85500,US,0,US,M
1074,2025,SE,FT,Data Scientist,USD,147100,US,0,US,M
1075,2025,SE,FT,Data Scientist,USD,90700,US,0,US,M
1076,2025,SE,FT,Data Engineer,USD,167580,US,0,US,M
1077,2025,SE,FT,Data Engineer,USD,87980,US,0,US,M
1078,2025,SE,FT,Data Engineer,USD,202000,US,100,US,M
1079,2025,SE,FT,Data Engineer,USD,135000,US,100,US,M
1080,2025,SE,FT,Data Engineer,USD,163800,US,0,US,M
1081,2025,SE,FT,Data Engineer,USD,126000,US,0,US,M
1082,2025,SE,FT,Machine Learning Engineer,USD,163800,US,0,US,M
1083,2025,SE,FT,Machine Learning Engineer,USD,126000,US,0,US,M
1084,2025,SE,FT,Data Engineer,USD,104000,US,100,US,M
1085,2025,SE,FT,Data Engineer,USD,65000,US,100,US,M
1086,2025,SE,FT,Research Engineer,USD,230000,US,0,US,M
1087,2025,SE,FT,Research Engineer,USD,148000,US,0,US,M
1088,2025,SE,FT,Machine Learning Engineer,USD,269000,CA,100,CA,M
1089,2025,SE,FT,Machine Learning Engineer,USD,158000,CA,100,CA,M
1090,2025,SE,FT,Analytics Engineer,USD,197000,US,0,US,M
1091,2025,SE,FT,Analytics Engineer,USD,106000,US,0,US,M
1092,2025,MI,FT,Deep Learning Engineer,USD,150000,US,100,US,M
1093,2025,MI,FT,Deep Learning Engineer,USD,100000,US,100,US,M
1094,2025,SE,FT,Data Engineer,USD,290000,US,100,US,M
1095,2025,SE,FT,Data Engineer,USD,210000,US,100,US,M
1096,2025,SE,FT,Data Engineer,USD,192000,US,0,US,M
1097,2025,SE,FT,Data Engineer,USD,172800,US,0,US,M
1098,2025,SE,FT,Data Scientist,USD,300240,US,0,US,M
1099,2025,SE,FT,Data Scientist,USD,200160,US,0,US,M
1100,2025,SE,FT,Data Scientist,USD,300240,US,0,US,M
1101,2025,SE,FT,Data Scientist,USD,200160,US,0,US,M
1102,2025,SE,FT,Analytics Engineer,USD,175000,US,0,US,M
1103,2025,SE,FT,Analytics Engineer,USD,140000,US,0,US,M
1104,2025,SE,FT,Data Manager,USD,169000,US,0,US,M
1105,2025,SE,FT,Data Manager,USD,100000,US,0,US,M
1106,2025,SE,FT,Data Scientist,USD,370000,US,0,US,M
1107,2025,SE,FT,Data Scientist,USD,245000,US,0,US,M
1108,2025,MI,FT,Data Engineer,GBP,115447,GB,100,GB,L
1109,2025,SE,FT,Data Analyst,USD,110000,US,100,US,S
1110,2025,SE,FT,Data Analyst,USD,80000,US,100,US,S
1111,2025,EN,FT,Data Analyst,USD,55000,US,0,US,M
1112,2025,EN,FT,Data Analyst,USD,48000,US,0,US,M
1113,2025,SE,FT,Data Analyst,USD,95000,US,0,US,M
1114,2025,SE,FT,Data Analyst,USD,85000,US,0,US,M
1115,2025,SE,FT,Data Engineer,USD,137500,US,100,US,M
1116,2025,SE,FT,Data Engineer,USD,81500,US,100,US,M
1117,2025,SE,FT,Machine Learning Engineer,USD,323300,US,0,US,M
1118,2025,SE,FT,Machine Learning Engineer,USD,184700,US,0,US,M
1120,2025,SE,FT,Machine Learning Engineer,USD,186000,US,100,US,M
1121,2025,SE,FT,Machine Learning Engineer,USD,153088,US,100,US,M
1122,2025,MI,FT,Data Infrastructure Engineer,USD,190000,US,100,US,M
1123,2025,MI,FT,Data Infrastructure Engineer,USD,160000,US,100,US,M
1124,2025,SE,FT,Machine Learning Engineer,USD,200000,US,100,US,M
1125,2025,SE,FT,Machine Learning Engineer,USD,150000,US,100,US,M
1126,2025,MI,FT,Data Infrastructure Engineer,USD,190000,US,0,US,M
1127,2025,MI,FT,Data Infrastructure Engineer,USD,183310,US,0,US,M
1128,2025,SE,FT,Machine Learning Engineer,USD,240000,US,100,US,M
1129,2025,SE,FT,Machine Learning Engineer,USD,180000,US,100,US,M
1130,2025,SE,FT,Machine Learning Engineer,USD,200000,US,100,US,M
1131,2025,SE,FT,Machine Learning Engineer,USD,150000,US,100,US,M
1132,2025,SE,FT,Data Science Manager,USD,299500,US,0,US,M
1133,2025,SE,FT,Data Science Manager,USD,245100,US,0,US,M
1134,2025,SE,FT,Data Engineer,USD,144000,US,100,US,M
1135,2025,SE,FT,Data Engineer,USD,66000,US,100,US,M
1136,2025,MI,FT,Machine Learning Engineer,USD,148500,US,0,US,M
1137,2025,MI,FT,Machine Learning Engineer,USD,126277,US,0,US,M
1138,2025,SE,FT,Data Architect,USD,228000,US,0,US,M
1139,2025,SE,FT,Data Architect,USD,120000,US,0,US,M
1140,2025,SE,FT,Machine Learning Software Engineer,USD,180000,US,0,US,M
1141,2025,SE,FT,Machine Learning Software Engineer,USD,90000,US,0,US,M
1142,2025,SE,FT,Data Scientist,USD,126500,US,0,US,M
1143,2025,SE,FT,Data Scientist,USD,78000,US,0,US,M
1144,2025,SE,FT,Data Engineer,USD,180000,US,0,US,M
1145,2025,SE,FT,Data Engineer,USD,160000,US,0,US,M
1146,2025,SE,FT,Machine Learning Software Engineer,USD,272000,US,0,US,M
1147,2025,SE,FT,Machine Learning Software Engineer,USD,170000,US,0,US,M
1148,2025,MI,FT,Data Analyst,USD,80000,US,0,US,M
1149,2025,MI,FT,Data Analyst,USD,60000,US,0,US,M
1150,2025,SE,FT,Data Engineer,USD,259000,US,100,US,M
1151,2025,SE,FT,Data Engineer,USD,146000,US,100,US,M
1152,2025,SE,FT,Data Engineer,USD,200000,US,0,US,M
1153,2025,SE,FT,Data Engineer,USD,160000,US,0,US,M
1154,2025,EX,FT,Data Engineer,USD,310000,US,100,US,M
1155,2025,EX,FT,Data Engineer,USD,239000,US,100,US,M
1156,2025,SE,FT,Data Analyst,USD,142000,US,100,US,M
1157,2025,SE,FT,Data Analyst,USD,95000,US,100,US,M
1158,2025,SE,FT,Data Scientist,USD,155000,US,0,US,M
1159,2025,SE,FT,Data Scientist,USD,139500,US,0,US,M
1160,2025,MI,FT,Data Engineer,USD,140000,US,100,US,M
1161,2025,MI,FT,Data Engineer,USD,120000,US,100,US,M
1162,2025,SE,FT,Data Engineer,USD,259000,US,100,US,M
1163,2025,SE,FT,Data Engineer,USD,146000,US,100,US,M
1168,2025,SE,FT,Data Science Lead,USD,247500,US,0,US,M
1169,2025,SE,FT,Data Science Lead,USD,172200,US,0,US,M
1170,2025,SE,FT,Data Scientist,USD,225000,US,0,US,M
1171,2025,SE,FT,Data Scientist,USD,156400,US,0,US,M
1172,2025,SE,FT,Data Engineer,USD,139500,US,0,US,M
1173,2025,SE,FT,Data Engineer,USD,109400,US,0,US,M
1174,2025,MI,FT,Data Engineer,USD,125000,US,0,US,M
1175,2025,MI,FT,Data Engineer,USD,90000,US,0,US,M
1176,2025,SE,FT,Machine Learning Infrastructure Engineer,EUR,107309,FR,100,FR,M
1177,2025,SE,FT,Machine Learning Infrastructure Engineer,EUR,75116,FR,100,FR,M
1178,2025,SE,FT,Data Scientist,USD,185900,US,0,US,M
1179,2025,SE,FT,Data Scientist,USD,129300,US,0,US,M
1180,2025,SE,FT,Machine Learning Engineer,USD,139500,US,0,US,M
1181,2025,SE,FT,Machine Learning Engineer,USD,109400,US,0,US,M
1182,2025,SE,FT,Data Analyst,USD,120000,US,100,US,M
1183,2025,SE,FT,Data Analyst,USD,75000,US,100,US,M
1184,2025,SE,FT,Data Analyst,USD,169000,US,0,US,M
1185,2025,SE,FT,Data Analyst,USD,110600,US,0,US,M
1186,2025,SE,FT,Machine Learning Engineer,USD,288000,US,100,US,M
1187,2025,SE,FT,Machine Learning Engineer,USD,140000,US,100,US,M
1188,2025,SE,FT,Machine Learning Engineer,USD,288000,US,100,US,M
1189,2025,SE,FT,Machine Learning Engineer,USD,140000,US,100,US,M
1190,2025,MI,FT,Data Engineer,USD,120000,US,0,US,M
1191,2025,MI,FT,Data Engineer,USD,90000,US,0,US,M
1192,2025,MI,FT,Data Science Lead,GBP,72914,GB,0,GB,M
1193,2025,MI,FT,Data Science Lead,GBP,60761,GB,0,GB,M
1194,2025,SE,FT,Data Scientist,USD,215050,US,100,US,M
1195,2025,SE,FT,Data Scientist,USD,156400,US,100,US,M
1196,2025,SE,FT,Data Architect,USD,198000,US,100,US,M
1197,2025,SE,FT,Data Architect,USD,114000,US,100,US,M
1198,2025,EN,FT,Data Analyst,USD,75000,US,100,US,M
1199,2025,EN,FT,Data Analyst,USD,60000,US,100,US,M
1200,2025,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M
1201,2025,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M
1202,2025,SE,FT,Data Scientist,USD,209300,US,100,US,M
1203,2025,SE,FT,Data Scientist,USD,182200,US,100,US,M
1204,2025,SE,FT,Data Manager,USD,140000,US,0,US,M
1205,2025,SE,FT,Data Manager,USD,120000,US,0,US,M
1206,2024,EN,FT,Data Scientist,USD,85000,US,0,US,M
1207,2025,MI,FT,Machine Learning Engineer,GBP,48609,GB,100,GB,M
1208,2025,EN,FT,Research Engineer,USD,120000,GB,100,GB,M
1209,2025,EN,FT,Research Engineer,USD,60000,GB,100,GB,M
1210,2025,SE,FT,Machine Learning Engineer,USD,147100,US,0,US,M
1211,2025,SE,FT,Machine Learning Engineer,USD,90700,US,0,US,M
1212,2025,SE,FT,Data Engineer,USD,230000,US,0,US,M
1213,2025,SE,FT,Data Engineer,USD,170000,US,0,US,M
1214,2025,SE,FT,Data Analyst,USD,227000,US,0,US,M
1215,2025,SE,FT,Data Analyst,USD,108000,US,0,US,M
1216,2025,SE,FT,Data Engineer,USD,180000,US,100,US,M
1217,2025,SE,FT,Data Engineer,USD,160000,US,100,US,M
1218,2025,SE,FT,Data Architect,USD,180000,US,100,US,M
1219,2025,SE,FT,Data Architect,USD,160000,US,100,US,M
1220,2025,SE,FT,Data Engineer,USD,180000,US,0,US,M
1221,2025,SE,FT,Data Engineer,USD,130000,US,0,US,M
1222,2025,SE,FT,Data Analyst,EUR,55800,ES,100,ES,M
1223,2025,SE,FT,Data Analyst,EUR,51508,ES,100,ES,M
1224,2025,EN,FT,Data Analyst,USD,60000,US,100,US,L
1226,2025,SE,FT,Data Engineer,USD,226700,US,0,US,M
1227,2025,SE,FT,Data Engineer,USD,133300,US,0,US,M
1228,2025,SE,FT,Data Engineer,USD,252000,US,0,US,M
1229,2025,SE,FT,Data Engineer,USD,129000,US,0,US,M
1230,2025,SE,FT,Big Data Architect,GBP,151902,GB,100,GB,L
1231,2025,EN,FT,Data Scientist,INR,9727,IN,0,IN,L
1232,2025,SE,FT,Data Analyst,USD,80000,US,0,US,M
1233,2025,SE,FT,Data Analyst,USD,52500,US,0,US,M
1234,2025,SE,FT,Data Engineer,USD,250000,US,100,US,M
1235,2025,SE,FT,Data Engineer,USD,162500,US,100,US,M
1236,2025,EN,FT,Data Analyst,USD,85000,US,100,US,M
1237,2025,EN,FT,Data Analyst,USD,75000,US,100,US,M
1238,2025,SE,FT,Data Analyst,USD,153600,US,0,US,M
1239,2025,SE,FT,Data Analyst,USD,106800,US,0,US,M
1240,2025,MI,FT,Data Analyst,USD,165000,US,0,US,M
1241,2025,MI,FT,Data Analyst,USD,124000,US,0,US,M
1242,2025,SE,FT,Data Analyst,USD,115934,US,100,US,M
1243,2025,SE,FT,Data Analyst,USD,81666,US,100,US,M
1244,2025,SE,FT,Data Engineer,USD,167580,US,0,US,M
1245,2025,SE,FT,Data Engineer,USD,87980,US,0,US,M
1246,2025,SE,FT,Data Engineer,USD,250000,US,100,US,M
1247,2025,SE,FT,Data Engineer,USD,63000,US,100,US,M
1248,2025,SE,FT,Research Scientist,USD,253750,ES,0,ES,M
1249,2025,SE,FT,Research Scientist,USD,169200,ES,0,ES,M
1250,2025,SE,FT,Research Scientist,USD,253750,ES,0,ES,M
1251,2025,SE,FT,Research Scientist,USD,169200,ES,0,ES,M
1252,2025,MI,FT,Data Scientist,USD,170000,US,0,US,M
1253,2025,MI,FT,Data Scientist,USD,120000,US,0,US,M
1254,2025,SE,FT,Data Engineer,USD,124740,US,0,US,M
1255,2025,SE,FT,Data Engineer,USD,65488,US,0,US,M
1256,2025,SE,FT,Data Engineer,USD,213580,US,100,US,M
1257,2025,SE,FT,Data Engineer,USD,163625,US,100,US,M
1259,2024,SE,FT,Machine Learning Software Engineer,USD,375000,US,100,US,M
1261,2025,MI,FT,Product Data Analyst,INR,16414,IN,100,IN,L
1262,2025,SE,FT,Machine Learning Engineer,USD,220000,US,0,US,M
1263,2025,SE,FT,Machine Learning Engineer,USD,170000,US,0,US,M
1264,2025,EX,FT,Data Engineer,USD,235000,US,0,US,M
1265,2025,EX,FT,Data Engineer,USD,210000,US,0,US,M
1266,2025,SE,FT,Data Architect,USD,180000,US,100,US,M
1267,2025,SE,FT,Data Architect,USD,115000,US,100,US,M
1268,2025,SE,FT,Data Architect,USD,200000,US,100,US,M
1269,2025,SE,FT,Data Architect,USD,115000,US,100,US,M
1270,2025,SE,FT,Data Science Manager,USD,231250,US,100,US,M
1271,2025,SE,FT,Data Science Manager,USD,138750,US,100,US,M
1272,2025,SE,FT,Machine Learning Engineer,USD,284310,US,0,US,M
1273,2025,SE,FT,Machine Learning Engineer,USD,153090,US,0,US,M
1274,2025,SE,FT,Data Engineer,USD,160000,US,100,US,M
1275,2025,SE,FT,Data Engineer,USD,75000,US,100,US,M
1276,2025,MI,FT,Data Analyst,USD,125000,US,0,US,M
1277,2025,MI,FT,Data Analyst,USD,105000,US,0,US,M
1278,2025,MI,FT,Data Analyst,GBP,109371,GB,0,GB,M
1279,2025,MI,FT,Data Analyst,GBP,85066,GB,0,GB,M
1280,2025,EN,FT,Data Analyst,USD,55000,US,0,US,M
1281,2025,EN,FT,Data Analyst,USD,48000,US,0,US,M
1282,2025,EN,FT,Data Analyst,USD,100000,US,50,US,M
1283,2025,SE,FT,Data Science Lead,USD,225900,US,0,US,M
1284,2025,SE,FT,Data Science Lead,USD,156400,US,0,US,M
1285,2025,SE,FT,Data Engineer,USD,250000,US,100,US,M
1286,2025,SE,FT,Data Engineer,USD,162500,US,100,US,M
1287,2025,SE,FT,Machine Learning Engineer,USD,318300,US,100,US,M
1288,2025,SE,FT,Machine Learning Engineer,USD,188800,US,100,US,M
1289,2025,SE,FT,Data Analyst,USD,385000,US,0,US,M
1290,2025,SE,FT,Data Analyst,USD,60000,US,0,US,M
1291,2025,MI,FT,Data Analyst,USD,110000,US,100,US,M
1292,2025,MI,FT,Data Analyst,USD,95000,US,100,US,M
1293,2025,SE,FT,Data Scientist,USD,145000,US,100,US,M
1294,2025,SE,FT,Data Scientist,USD,135000,US,100,US,M
1295,2025,SE,FT,Data Analyst,USD,180180,US,0,US,M
1296,2025,SE,FT,Data Analyst,USD,106020,US,0,US,M
1297,2025,SE,FT,Data Analyst,USD,93919,US,100,US,M
1298,2025,SE,FT,Data Analyst,USD,51962,US,100,US,M
1299,2025,SE,FT,Data Engineer,USD,241871,US,0,US,M
1300,2025,SE,FT,Data Engineer,USD,133832,US,0,US,M
1301,2025,SE,FT,Data Scientist,USD,170000,US,100,US,M
1302,2025,SE,FT,Data Scientist,USD,90000,US,100,US,M
1303,2025,EX,FT,Data Engineer,USD,210914,US,100,US,M
1304,2025,EX,FT,Data Engineer,USD,116704,US,100,US,M
1305,2025,SE,FT,Data Analyst,USD,192500,US,100,US,M
1306,2025,SE,FT,Data Analyst,USD,140000,US,100,US,M
1307,2025,SE,FT,Data Scientist,USD,149076,US,0,US,M
1308,2025,SE,FT,Data Scientist,USD,82365,US,0,US,M
1310,2025,SE,FT,Data Scientist,USD,175000,US,0,US,M
1311,2025,SE,FT,Data Scientist,USD,148750,US,0,US,M
1312,2025,SE,FT,Research Scientist,USD,370000,US,0,US,M
1313,2025,SE,FT,Research Scientist,USD,200000,US,0,US,M
1314,2025,SE,FT,Data Scientist,USD,235000,US,100,US,M
1315,2025,SE,FT,Data Scientist,USD,185000,US,100,US,M
1316,2025,MI,FT,Machine Learning Engineer,GBP,121523,GB,0,GB,M
1317,2025,MI,FT,Machine Learning Engineer,GBP,97218,GB,0,GB,M
1318,2025,SE,FT,Data Scientist,USD,216100,US,0,US,M
1319,2025,SE,FT,Data Scientist,USD,140800,US,0,US,M
1320,2025,MI,FT,Machine Learning Engineer,GBP,145828,GB,0,GB,M
1321,2025,MI,FT,Machine Learning Engineer,GBP,121523,GB,0,GB,M
1323,2025,EN,FT,Data Scientist,USD,110000,US,50,US,S
1324,2025,SE,FT,Data Engineer,USD,128000,US,0,US,M
1325,2025,SE,FT,Data Engineer,USD,81500,US,0,US,M
1326,2025,MI,FT,Data Engineer,GBP,66837,GB,100,GB,M
1327,2025,MI,FT,Data Engineer,GBP,63192,GB,100,GB,M
1328,2025,MI,FT,Data Analyst,GBP,60761,GB,0,GB,M
1329,2025,MI,FT,Data Analyst,GBP,54685,GB,0,GB,M
1330,2025,EX,FT,Data Engineer,USD,284000,US,100,US,M
1331,2025,EX,FT,Data Engineer,USD,236000,US,100,US,M
